log level: INFO
Bytes to send: 5378
CRC16 of data: d1c8
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
connected to ('192.168.10.102', 5084)
requested modulation: WISP5
using reader mode: {'C': 0, 'MaxTari': 6250, 'M': 2, 'PIE': 1500, 'StepTari': 0, 'R': 1, 'FLM': 2, 'MinTari': 6250, 'ModeIdentifier': 0, 'BDR': 640000, 'Mod': 0}
stopping politely
reader finished inventory
starting inventory
Read EPC: deaddeaddeadde, 1 , Result=0
Read EPC: 1337080c6b4c23, 1 , Result=5
Read EPC: 13370000000000, 7 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 7 , Result=0
Read EPC: 133706086b584f, 1 , Result=5
Next block: 080c6b6017(697/2689) --- Time elapsed: 64.024 secs
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 7 , Result=0
Read EPC: 133706086b584f, 1 , Result=5
Read EPC: 13370000000000, 7 , Result=0
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 13370000000000, 7 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 8 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 1337080c6b6017, 0 , Result=5
Next block: 080c6b6c97(703/2689) --- Time elapsed: 64.565 secs
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 13370000000000, 8 , Result=5
Read EPC: 13370000000000, 8 , Result=5
Read EPC: 13370000000000, 1 , Result=5
no tags seen
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 8 , Result=5
Read EPC: 13370000000000, 8 , Result=5
Read EPC: 13370000000000, 8 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 13370000000000, 6 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 9 , Result=0
Read EPC: 13370000000000, 5 , Result=5
no tags seen
Timeout reached. Resending (bad EPC)... 1
Undone words: 6
Resent: 05066b6c92
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066b6c92, 0 , Result=5
Next block: 05066b72e4(706/2689) --- Time elapsed: 67.411 secs
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066b6c92, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066b72e4, 0 , Result=5
Next block: 05066b78bd(709/2689) --- Time elapsed: 67.937 secs
Read EPC: 13370000000000, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 4 , Result=5
no tags seen
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 3 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=6
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
no tags seen
Timeout reached. Resending (bad EPC)... 1
Undone words: 3
Resent: 03026b7888
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7888, 0 , Result=5
Next block: 03026b7aca(710/2689) --- Time elapsed: 70.260 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7aca, 0 , Result=5
Next block: 03026b7c3b(711/2689) --- Time elapsed: 70.504 secs
Read EPC: 13370000000000, 4 , Result=0
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7c3b, 0 , Result=5
Next block: 03026b7e34(712/2689) --- Time elapsed: 71.027 secs
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7c3b, 1 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7c3b, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7e34, 1 , Result=5
Next block: 03026b80f9(713/2689) --- Time elapsed: 71.295 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7e34, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b7e34, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b80f9, 2 , Result=5
Next block: 03026b82f7(714/2689) --- Time elapsed: 71.544 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b80f9, 2 , Result=5
Read EPC: 133703026b80f9, 3 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b80f9, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b82f7, 4 , Result=0
Next block: 03026b84a9(715/2689) --- Time elapsed: 71.814 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b82f7, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b82f7, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b84a9, 1 , Result=5
Next block: 03026b86b8(716/2689) --- Time elapsed: 72.055 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b84a9, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b84a9, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b84a9, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b86b8, 4 , Result=0
Next block: 03026b8813(717/2689) --- Time elapsed: 72.334 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b86b8, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b86b8, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b86b8, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8813, 3 , Result=5
Next block: 03026b8a04(718/2689) --- Time elapsed: 72.581 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8813, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8813, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8a04, 2 , Result=5
Next block: 04046b8cf1(719/2689) --- Time elapsed: 72.844 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8a04, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8a04, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026b8a04, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b8cf1, 4 , Result=5
Next block: 04046b90fc(721/2689) --- Time elapsed: 73.088 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b8cf1, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b90fc, 3 , Result=5
Next block: 04046b9437(723/2689) --- Time elapsed: 73.336 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b90fc, 2 , Result=5
Read EPC: 133704046b90fc, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b90fc, 2 , Result=6
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b90fc, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b9437, 1 , Result=5
Next block: 04046b9819(725/2689) --- Time elapsed: 73.603 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b9819, 0 , Result=5
Next block: 04046b9c9b(727/2689) --- Time elapsed: 73.881 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b9819, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b9819, 0 , Result=5
Read EPC: 133704046b9819, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046b9c9b, 0 , Result=5
Next block: 04046ba06f(729/2689) --- Time elapsed: 74.105 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046ba06f, 0 , Result=5
Next block: 04046ba481(731/2689) --- Time elapsed: 74.903 secs
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046ba481, 0 , Result=5
Next block: 04046ba82a(733/2689) --- Time elapsed: 75.415 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046ba481, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046ba82a, 0 , Result=5
Next block: 04046bac2d(735/2689) --- Time elapsed: 75.683 secs
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 1 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bac2d, 0 , Result=5
Next block: 04046bb0a9(737/2689) --- Time elapsed: 76.711 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bac2d, 0 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bb0a9, 0 , Result=5
Next block: 05066bb4b1(739/2689) --- Time elapsed: 76.976 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bb0a9, 1 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bb0a9, 1 , Result=5
Read EPC: 13370000000000, 3 , Result=5
no tags seen
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bb4b1, 0 , Result=5
Next block: 05066bba4f(742/2689) --- Time elapsed: 77.497 secs
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bba4f, 0 , Result=5
Next block: 05066bc0d1(745/2689) --- Time elapsed: 77.734 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bba4f, 0 , Result=5
no tags seen
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bc0d1, 0 , Result=5
Next block: 05066bc60e(748/2689) --- Time elapsed: 77.996 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bc0d1, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bc60e, 2 , Result=5
Next block: 05066bcc97(751/2689) --- Time elapsed: 78.235 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bc60e, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bc60e, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bcc97, 3 , Result=5
Next block: 05066bd208(754/2689) --- Time elapsed: 78.518 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bcc97, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bcc97, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bcc97, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bcc97, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bd208, 5 , Result=5
Next block: 05066bd874(757/2689) --- Time elapsed: 78.774 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bd208, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bd208, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bd208, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bd874, 5 , Result=5
Next block: 03026bde94(760/2689) --- Time elapsed: 79.031 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066bd874, 0 , Result=5
Read EPC: 133705066bd874, 6 , Result=0
Read EPC: 133705066bd874, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026bde94, 3 , Result=5
Next block: 05066be028(761/2689) --- Time elapsed: 79.285 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026bde94, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026bde94, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026bde94, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be028, 4 , Result=5
Next block: 05066be6b2(764/2689) --- Time elapsed: 79.554 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be028, 4 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be028, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be028, 2 , Result=5
Read EPC: 133705066be028, 4 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be6b2, 0 , Result=5
Next block: 06086becc2(767/2689) --- Time elapsed: 80.045 secs
Read EPC: 133705066be6b2, 4 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be6b2, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be6b2, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066be6b2, 1 , Result=5
Read EPC: 13370000000000, 7 , Result=0
Read EPC: 13370000000000, 7 , Result=0
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=5
Read EPC: 13370000000000, 6 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=5
Timeout reached. Resending (bad EPC)... 1
Undone words: 4
Resent: 04046bec30
Read EPC: 13370000000000, 7 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=5
no tags seen
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bec30, 0 , Result=5
Next block: 04046bf0ef(769/2689) --- Time elapsed: 82.094 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bf0ef, 0 , Result=6
Next block: 04046bf4b7(771/2689) --- Time elapsed: 82.373 secs
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 3 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=6
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bf4b7, 0 , Result=5
Next block: 04046bf8b6(773/2689) --- Time elapsed: 83.913 secs
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bf8b6, 1 , Result=5
Next block: 04046bfcfb(775/2689) --- Time elapsed: 84.425 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bf8b6, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bf8b6, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bf8b6, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bfcfb, 4 , Result=5
Next block: 04046c0000(777/2689) --- Time elapsed: 84.685 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bfcfb, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046bfcfb, 4 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0000, 0 , Result=5
Next block: 04046c0488(779/2689) --- Time elapsed: 84.919 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0000, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0000, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0488, 3 , Result=5
Next block: 04046c0808(781/2689) --- Time elapsed: 85.175 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0488, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0488, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0488, 4 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0808, 3 , Result=5
Next block: 04046c0c0c(783/2689) --- Time elapsed: 85.447 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0808, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0808, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0c0c, 4 , Result=5
Next block: 04046c10d4(785/2689) --- Time elapsed: 85.724 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0c0c, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0c0c, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0c0c, 3 , Result=6
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c0c0c, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c10d4, 2 , Result=5
Next block: 05066c141c(787/2689) --- Time elapsed: 85.976 secs
Read EPC: 133704046c10d4, 3 , Result=5
Read EPC: 133704046c10d4, 5 , Result=0
Read EPC: 133704046c10d4, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704046c10d4, 3 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c141c, 2 , Result=5
Next block: 05066c1a63(790/2689) --- Time elapsed: 86.233 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c141c, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c141c, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c1a63, 2 , Result=5
Next block: 05066c20ec(793/2689) --- Time elapsed: 86.485 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c1a63, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c1a63, 1 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c20ec, 0 , Result=5
Next block: 05066c266f(796/2689) --- Time elapsed: 86.724 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c20ec, 0 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c266f, 0 , Result=5
Next block: 05066c2cf9(799/2689) --- Time elapsed: 87.003 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c2cf9, 0 , Result=5
Next block: 05066c327b(802/2689) --- Time elapsed: 87.245 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c2cf9, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 133705066c2cf9, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=6
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
no tags seen
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Timeout reached. Resending (bad EPC)... 1
Undone words: 3
Resent: 03026c32e9
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c32e9, 0 , Result=5
Next block: 03026c34eb(803/2689) --- Time elapsed: 88.816 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c32e9, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c34eb, 0 , Result=5
Next block: 03026c36ed(804/2689) --- Time elapsed: 89.075 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c34eb, 0 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 1 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c36ed, 0 , Result=5
Next block: 03026c38ef(805/2689) --- Time elapsed: 89.864 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c36ed, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c38ef, 2 , Result=5
Next block: 03026c3af1(806/2689) --- Time elapsed: 90.095 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3af1, 0 , Result=5
Next block: 03026c3cb7(807/2689) --- Time elapsed: 90.383 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3af1, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3af1, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3af1, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3cb7, 2 , Result=5
Next block: 03026c3eb4(808/2689) --- Time elapsed: 90.635 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3cb7, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3cb7, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3eb4, 2 , Result=6
Next block: 03026c40f7(809/2689) --- Time elapsed: 90.885 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3eb4, 3 , Result=6
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c3eb4, 0 , Result=5
Read EPC: 133703026c3eb4, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c40f7, 4 , Result=0
Next block: 03026c42f9(810/2689) --- Time elapsed: 91.135 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c40f7, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c40f7, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c42f9, 2 , Result=5
Next block: 03026c44fb(811/2689) --- Time elapsed: 91.424 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c42f9, 4 , Result=0
Read EPC: 133703026c42f9, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c42f9, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c42f9, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c42f9, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703026c44fb, 4 , Result=0
Next block: 04046c4646(812/2689) --- Time elapsed: 91.672 secs
Read EPC: 133703026c44fb, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
